geoid10,dorm_share,military_share,other_share
530330012005009,0.00,0.00,1.00
530330012005010,0.00,0.00,1.00
530330012005011,0.00,0.00,1.00
530330012005012,0.00,0.00,1.00
530330012005013,0.00,0.00,1.00
530330012005014,0.00,0.00,1.00
530330013001000,0.00,0.00,1.00
530330013001001,0.00,0.00,1.00
530330013001002,0.00,0.00,1.00
530330013001003,0.00,0.00,1.00
530330013001004,0.00,0.00,1.00
530330013001005,0.00,0.00,1.00
530330013001006,0.00,0.00,1.00
530330013001007,0.00,0.00,1.00
530330013001008,0.00,0.00,1.00
530330013001009,0.00,0.00,1.00
530330013001010,0.00,0.00,1.00
530330013001011,0.00,0.00,1.00
530330013001012,0.00,0.00,1.00
530330013001013,0.00,0.00,1.00
530330013001014,0.00,0.00,1.00
530330013001015,0.00,0.00,1.00
530330013001016,0.00,0.00,1.00
530330013001017,0.00,0.00,1.00
530330013001018,0.00,0.00,1.00
530330013001019,0.00,0.00,1.00
530330013001020,0.00,0.00,1.00
530330013001021,0.00,0.00,1.00
530330013001022,0.00,0.00,1.00
530330013001023,0.00,0.00,1.00
530330013001024,0.00,0.00,1.00
530330013001025,0.00,0.00,1.00
530330013002000,0.00,0.00,1.00
530330013002001,0.00,0.00,1.00
530330013002002,0.00,0.00,1.00
530330013002003,0.00,0.00,1.00
530330013002004,0.00,0.00,1.00
530330013002005,0.00,0.00,1.00
530330013002006,0.00,0.00,1.00
530330013002007,0.00,0.00,1.00
530330013002008,0.00,0.00,1.00
530330013002009,0.00,0.00,1.00
530330013002010,0.00,0.00,1.00
530330013002011,0.00,0.00,1.00
530330013002012,0.00,0.00,1.00
530330013002013,0.00,0.00,1.00
530330013003000,0.00,0.00,1.00
530330013003001,0.00,0.00,1.00
530330013003002,0.00,0.00,1.00
530330013003003,0.00,0.00,1.00
530330013003004,0.00,0.00,1.00
530330013003005,0.00,0.00,1.00
530330013003006,0.00,0.00,1.00
530330013003007,0.00,0.00,1.00
530330013003008,0.00,0.00,1.00
530330013003009,0.00,0.00,1.00
530330013003010,0.00,0.00,1.00
530330013003011,0.00,0.00,1.00
530330013003012,0.00,0.00,1.00
530330013003013,0.00,0.00,1.00
530330013003014,0.00,0.00,1.00
530330013003015,0.00,0.00,1.00
530330013003016,0.00,0.00,1.00
530330013003017,0.00,0.00,1.00
530330013003018,0.00,0.00,1.00
530330013003019,0.00,0.00,1.00
530330013003020,0.00,0.00,1.00
530330013003021,0.00,0.00,1.00
530330014001000,0.00,0.00,1.00
530330014001001,0.00,0.00,1.00
530330014001002,0.00,0.00,1.00
530330014001003,0.00,0.00,1.00
530330014001004,0.00,0.00,1.00
530330014001005,0.00,0.00,1.00
530330014001006,0.00,0.00,1.00
530330014001007,0.00,0.00,1.00
530330014001008,0.00,0.00,1.00
530330014001009,0.00,0.00,1.00
530330014001010,0.00,0.00,1.00
530330014001011,0.00,0.00,1.00
530330014001012,0.00,0.00,1.00
530330014001013,0.00,0.00,1.00
530330014001014,0.00,0.00,1.00
530330014001015,0.00,0.00,1.00
530330014001016,0.00,0.00,1.00
530330014001017,0.00,0.00,1.00
530330014002000,0.00,0.00,1.00
530330014002001,0.00,0.00,1.00
530330014002002,0.00,0.00,1.00
530330014002003,0.00,0.00,1.00
530330014002004,0.00,0.00,1.00
530330014002005,0.00,0.00,1.00
530330014002006,0.00,0.00,1.00
530330014002007,0.00,0.00,1.00
530330014002008,0.00,0.00,1.00
530330014002009,0.00,0.00,1.00
530330014002010,0.00,0.00,1.00
530330014002011,0.00,0.00,1.00
530330014002012,0.00,0.00,1.00
530330014002013,0.00,0.00,1.00
530330014002014,0.00,0.00,1.00
530330014002015,0.00,0.00,1.00
530330014002016,0.00,0.00,1.00
530330014002017,0.00,0.00,1.00
530330014002018,0.00,0.00,1.00
530330014003000,0.00,0.00,1.00
530330014003001,0.00,0.00,1.00
530330014003002,0.00,0.00,1.00
530330014003003,0.00,0.00,1.00
530330014003004,0.00,0.00,1.00
530330014003005,0.00,0.00,1.00
530330014003006,0.00,0.00,1.00
530330014003007,0.00,0.00,1.00
530330014003008,0.00,0.00,1.00
530330014003009,0.00,0.00,1.00
530330014003010,0.00,0.00,1.00
530330014003011,0.00,0.00,1.00
530330014003012,0.00,0.00,1.00
530330014003013,0.00,0.00,1.00
530330014004000,0.00,0.00,1.00
530330014004001,0.00,0.00,1.00
530330014004002,0.00,0.00,1.00
530330014004003,0.00,0.00,1.00
530330014004004,0.00,0.00,1.00
530330014004005,0.00,0.00,1.00
530330014004006,0.00,0.00,1.00
530330014004007,0.00,0.00,1.00
530330014004008,0.00,0.00,1.00
530330014004009,0.00,0.00,1.00
530330014004010,0.00,0.00,1.00
530330014004011,0.00,0.00,1.00
530330014004012,0.00,0.00,1.00
530330014004013,0.00,0.00,1.00
530330014004014,0.00,0.00,1.00
530330014004015,0.00,0.00,1.00
530330014004016,0.00,0.00,1.00
530330014004017,0.00,0.00,1.00
530330014004018,0.00,0.00,1.00
530330014004019,0.00,0.00,1.00
530330014004020,0.00,0.00,1.00
530330014004021,0.00,0.00,1.00
530330015001000,0.00,0.00,1.00
530330015001001,0.00,0.00,1.00
530330015001002,0.00,0.00,1.00
530330015001003,0.00,0.00,1.00
530330015001004,0.00,0.00,1.00
530330015001005,0.00,0.00,1.00
530330015001006,0.00,0.00,1.00
530330015001007,0.00,0.00,1.00
530330015001008,0.00,0.00,1.00
530330015001009,0.00,0.00,1.00
530330015001010,0.00,0.00,1.00
530330015001011,0.00,0.00,1.00
530330015001012,0.00,0.00,1.00
530330015001013,0.00,0.00,1.00
530330015001014,0.00,0.00,1.00
530330015001015,0.00,0.00,1.00
530330015001016,0.00,0.00,1.00
530330015001017,0.00,0.00,1.00
530330015001018,0.00,0.00,1.00
530330015001019,0.00,0.00,1.00
530330015001020,0.00,0.00,1.00
530330015001021,0.00,0.00,1.00
530330015001022,0.00,0.00,1.00
530330015002000,0.00,0.00,1.00
530330015002001,0.00,0.00,1.00
530330015002002,0.00,0.00,1.00
530330015002003,0.00,0.00,1.00
530330015002004,0.00,0.00,1.00
530330015002005,0.00,0.00,1.00
530330015002006,0.00,0.00,1.00
530330015002007,0.00,0.00,1.00
530330015002008,0.00,0.00,1.00
530330015002009,0.00,0.00,1.00
530330015002010,0.00,0.00,1.00
530330015002011,0.00,0.00,1.00
530330015002012,0.00,0.00,1.00
530330015002013,0.00,0.00,1.00
530330015002014,0.00,0.00,1.00
530330015002015,0.00,0.00,1.00
530330015002016,0.00,0.00,1.00
530330015002017,0.00,0.00,1.00
530330015002018,0.00,0.00,1.00
530330016001000,0.00,0.00,1.00
530330016001001,0.00,0.00,1.00
530330016001002,0.00,0.00,1.00
530330016001003,0.00,0.00,1.00
530330016001004,0.00,0.00,1.00
530330016001005,0.00,0.00,1.00
530330016001006,0.00,0.00,1.00
530330016001007,0.00,0.00,1.00
530330016001008,0.00,0.00,1.00
530330016001009,0.00,0.00,1.00
530330016001010,0.00,0.00,1.00
530330016001011,0.00,0.00,1.00
530330016001012,0.00,0.00,1.00
530330016001013,0.00,0.00,1.00
530330016001014,0.00,0.00,1.00
530330016001015,0.00,0.00,1.00
530330016001016,0.00,0.00,1.00
530330016001017,0.00,0.00,1.00
530330016001018,0.00,0.00,1.00
530330016001019,0.00,0.00,1.00
530330016001020,0.00,0.00,1.00
530330016001021,0.00,0.00,1.00
530330016002000,0.00,0.00,1.00
530330016002001,0.00,0.00,1.00
530330016002002,0.00,0.00,1.00
530330016002003,0.00,0.00,1.00
530330016002004,0.00,0.00,1.00
530330016002005,0.00,0.00,1.00
530330016002006,0.00,0.00,1.00
530330016002007,0.00,0.00,1.00
530330016002008,0.00,0.00,1.00
530330016002009,0.00,0.00,1.00
530330016002010,0.00,0.00,1.00
530330016002011,0.00,0.00,1.00
530330016002012,0.00,0.00,1.00
530330016002013,0.00,0.00,1.00
530330016002014,0.00,0.00,1.00
530330016002015,0.00,0.00,1.00
530330016002016,0.00,0.00,1.00
530330016002017,0.00,0.00,1.00
530330016002018,0.00,0.00,1.00
530330016002019,0.00,0.00,1.00
530330016002020,0.00,0.00,1.00
530330016002021,0.00,0.00,1.00
530330016002022,0.00,0.00,1.00
530330016002023,0.00,0.00,1.00
530330016002024,0.00,0.00,1.00
530330016003000,0.00,0.00,1.00
530330016003001,0.00,0.00,1.00
530330016003002,0.00,0.00,1.00
530330016003003,0.00,0.00,1.00
530330016003004,0.00,0.00,1.00
530330016003005,0.00,0.00,1.00
530330016003006,0.00,0.00,1.00
530330016003007,0.00,0.00,1.00
530330016003008,0.00,0.00,1.00
530330016003009,0.00,0.00,1.00
530330016003010,0.00,0.00,1.00
530330016003011,0.00,0.00,1.00
530330016003012,0.00,0.00,1.00
530330016003013,0.00,0.00,1.00
530330016003014,0.00,0.00,1.00
530330016003015,0.00,0.00,1.00
530330016003016,0.00,0.00,1.00
530330016003017,0.00,0.00,1.00
530330016003018,0.00,0.00,1.00
530330017011000,0.00,0.00,1.00
530330017011001,0.00,0.00,1.00
530330017011002,0.00,0.00,1.00
530330017011003,0.00,0.00,1.00
530330017011004,0.00,0.00,1.00
530330017011005,0.00,0.00,1.00
530330017011006,0.00,0.00,1.00
530330017011007,0.00,0.00,1.00
530330017011008,0.00,0.00,1.00
530330017011009,0.00,0.00,1.00
530330017011010,0.00,0.00,1.00
530330017011011,0.00,0.00,1.00
530330017011012,0.00,0.00,1.00
530330017011013,0.00,0.00,1.00
530330017011014,0.00,0.00,1.00
530330017011015,0.00,0.00,1.00
530330017011016,0.00,0.00,1.00
530330017011017,0.00,0.00,1.00
530330017012000,0.00,0.00,1.00
530330017012001,0.00,0.00,1.00
530330017012002,0.00,0.00,1.00
530330017012003,0.00,0.00,1.00
530330017012004,0.00,0.00,1.00
530330017012005,0.00,0.00,1.00
530330017012006,0.00,0.00,1.00
530330017012007,0.00,0.00,1.00
530330017012008,0.00,0.00,1.00
530330017012009,0.00,0.00,1.00
530330017012010,0.00,0.00,1.00
530330017012011,0.00,0.00,1.00
530330017012012,0.00,0.00,1.00
530330017012013,0.00,0.00,1.00
530330017012014,0.00,0.00,1.00
530330017012015,0.00,0.00,1.00
530330017012016,0.00,0.00,1.00
530330017013000,0.00,0.00,1.00
530330017013001,0.00,0.00,1.00
530330017013002,0.00,0.00,1.00
530330017013003,0.00,0.00,1.00
530330017013004,0.00,0.00,1.00
530330017013005,0.00,0.00,1.00
530330017013006,0.00,0.00,1.00
530330017013007,0.00,0.00,1.00
530330017013008,0.00,0.00,1.00
530330017013009,0.00,0.00,1.00
530330017013010,0.00,0.00,1.00
530330017013011,0.00,0.00,1.00
530330017013012,0.00,0.00,1.00
530330017013013,0.00,0.00,1.00
530330017013014,0.00,0.00,1.00
530330017013015,0.00,0.00,1.00
530330017013016,0.00,0.00,1.00
530330017013017,0.00,0.00,1.00
530330017013018,0.00,0.00,1.00
530330017013019,0.00,0.00,1.00
530330017013020,0.00,0.00,1.00
530330017021000,0.00,0.00,1.00
530330017021001,0.00,0.00,1.00
530330017021002,0.00,0.00,1.00
530330017021003,0.00,0.00,1.00
530330017021004,0.00,0.00,1.00
530330017021005,0.00,0.00,1.00
530330017021006,0.00,0.00,1.00
530330017021007,0.00,0.00,1.00
530330017021008,0.00,0.00,1.00
530330017021009,0.00,0.00,1.00
530330017021010,0.00,0.00,1.00
530330017021011,0.00,0.00,1.00
530330017021012,0.00,0.00,1.00
530330017021013,0.00,0.00,1.00
530330017021014,0.00,0.00,1.00
530330017021015,0.00,0.00,1.00
530330017021016,0.00,0.00,1.00
530330017021017,0.00,0.00,1.00
530330017021018,0.00,0.00,1.00
530330017022000,0.00,0.00,1.00
530330017022001,0.00,0.00,1.00
530330017022002,0.00,0.00,1.00
530330017022003,0.00,0.00,1.00
530330017022004,0.00,0.00,1.00
530330017022005,0.00,0.00,1.00
530330017022006,0.00,0.00,1.00
530330017022007,0.00,0.00,1.00
530330017022008,0.00,0.00,1.00
530330017022009,0.00,0.00,1.00
530330017022010,0.00,0.00,1.00
530330017022011,0.00,0.00,1.00
530330017022012,0.00,0.00,1.00
530330017022013,0.00,0.00,1.00
530330017022014,0.00,0.00,1.00
530330017022015,0.00,0.00,1.00
530330017022016,0.00,0.00,1.00
530330017023000,0.00,0.00,1.00
530330017023001,0.00,0.00,1.00
530330017023002,0.00,0.00,1.00
530330017023003,0.00,0.00,1.00
530330017023004,0.00,0.00,1.00
530330017023005,0.00,0.00,1.00
530330017023006,0.00,0.00,1.00
530330017023007,0.00,0.00,1.00
530330017023008,0.00,0.00,1.00
530330017023009,0.00,0.00,1.00
530330017023010,0.00,0.00,1.00
530330017023011,0.00,0.00,1.00
530330017023012,0.00,0.00,1.00
530330017023013,0.00,0.00,1.00
530330017024000,0.00,0.00,1.00
530330017024001,0.00,0.00,1.00
530330017024002,0.00,0.00,1.00
530330017024003,0.00,0.00,1.00
530330017024004,0.00,0.00,1.00
530330017024005,0.00,0.00,1.00
530330017024006,0.00,0.00,1.00
530330017024007,0.00,0.00,1.00
530330017024008,0.00,0.00,1.00
530330017024009,0.00,0.00,1.00
530330017024010,0.00,0.00,1.00
530330017024011,0.00,0.00,1.00
530330017024012,0.00,0.00,1.00
530330017024013,0.00,0.00,1.00
530330017024014,0.00,0.00,1.00
530330017024015,0.00,0.00,1.00
530330017024016,0.00,0.00,1.00
530330017024017,0.00,0.00,1.00
530330018001000,0.00,0.00,1.00
530330018001001,0.00,0.00,1.00
530330018001002,0.00,0.00,1.00
530330018001003,0.00,0.00,1.00
530330018001004,0.00,0.00,1.00
530330018001005,0.00,0.00,1.00
530330018001006,0.00,0.00,1.00
530330018001007,0.00,0.00,1.00
530330018001008,0.00,0.00,1.00
530330018001009,0.00,0.00,1.00
530330018001010,0.00,0.00,1.00
530330018001011,0.00,0.00,1.00
530330018001012,0.00,0.00,1.00
530330018001013,0.00,0.00,1.00
530330018001014,0.00,0.00,1.00
530330018001015,0.00,0.00,1.00
530330018001016,0.00,0.00,1.00
530330018001017,0.00,0.00,1.00
530330018002000,0.00,0.00,1.00
530330018002001,0.00,0.00,1.00
530330018002002,0.00,0.00,1.00
530330018002003,0.00,0.00,1.00
530330018002004,0.00,0.00,1.00
530330018002005,0.00,0.00,1.00
530330018002006,0.00,0.00,1.00
530330018002007,0.00,0.00,1.00
530330018002008,0.00,0.00,1.00
530330018002009,0.00,0.00,1.00
530330018002010,0.00,0.00,1.00
530330018002011,0.00,0.00,1.00
530330018002012,0.00,0.00,1.00
530330018002013,0.00,0.00,1.00
530330018002014,0.00,0.00,1.00
530330018003000,0.00,0.00,1.00
530330018003001,0.00,0.00,1.00
530330018003002,0.00,0.00,1.00
530330018003003,0.00,0.00,1.00
530330018003004,0.00,0.00,1.00
530330018003005,0.00,0.00,1.00
530330018003006,0.00,0.00,1.00
530330018003007,0.00,0.00,1.00
530330018003008,0.00,0.00,1.00
530330018003009,0.00,0.00,1.00
530330018003010,0.00,0.00,1.00
530330018003011,0.00,0.00,1.00
530330018003012,0.00,0.00,1.00
530330018003013,0.00,0.00,1.00
530330018003014,0.00,0.00,1.00
530330018003015,0.00,0.00,1.00
530330019001000,0.00,0.00,1.00
530330019001001,0.00,0.00,1.00
530330019001002,0.00,0.00,1.00
530330019001003,0.00,0.00,1.00
530330019001004,0.00,0.00,1.00
530330019001005,0.00,0.00,1.00
530330019001006,0.00,0.00,1.00
530330019001007,0.00,0.00,1.00
530330019001008,0.00,0.00,1.00
530330019001009,0.00,0.00,1.00
530330019001010,0.00,0.00,1.00
530330019001011,0.00,0.00,1.00
530330019001012,0.00,0.00,1.00
530330019001013,0.00,0.00,1.00
530330019001014,0.00,0.00,1.00
530330019001015,0.00,0.00,1.00
530330019001016,0.00,0.00,1.00
530330019001017,0.00,0.00,1.00
530330019001018,0.00,0.00,1.00
530330019001019,0.00,0.00,1.00
530330019001020,0.00,0.00,1.00
530330019001021,0.00,0.00,1.00
530330019001022,0.00,0.00,1.00
530330019001023,0.00,0.00,1.00
530330019002000,0.00,0.00,1.00
530330019002001,0.00,0.00,1.00
530330019002002,0.00,0.00,1.00
530330019002003,0.00,0.00,1.00
530330019002004,0.00,0.00,1.00
530330019002005,0.00,0.00,1.00
530330019002006,0.00,0.00,1.00
530330019002007,0.00,0.00,1.00
530330019002008,0.00,0.00,1.00
530330019002009,0.00,0.00,1.00
530330019002010,0.00,0.00,1.00
530330019002011,0.00,0.00,1.00
530330019002012,0.00,0.00,1.00
530330019002013,0.00,0.00,1.00
530330019002014,0.00,0.00,1.00
530330019002015,0.00,0.00,1.00
530330019002016,0.00,0.00,1.00
530330019002017,0.00,0.00,1.00
530330019002018,0.00,0.00,1.00
530330019002019,0.00,0.00,1.00
530330019003000,0.00,0.00,1.00
530330019003001,0.00,0.00,1.00
530330019003002,0.00,0.00,1.00
530330019003003,0.00,0.00,1.00
530330019003004,0.00,0.00,1.00
530330019003005,0.00,0.00,1.00
530330019003006,0.00,0.00,1.00
530330019003007,0.00,0.00,1.00
530330019003008,0.00,0.00,1.00
530330019003009,0.00,0.00,1.00
530330019003010,0.00,0.00,1.00
530330019003011,0.00,0.00,1.00
530330019003012,0.00,0.00,1.00
530330019003013,0.00,0.00,1.00
530330019003014,0.00,0.00,1.00
530330019003015,0.00,0.00,1.00
530330019003016,0.00,0.00,1.00
530330019003017,0.00,0.00,1.00
530330019003018,0.00,0.00,1.00
530330019003019,0.00,0.00,1.00
530330019003020,0.00,0.00,1.00
530330020001000,0.00,0.00,1.00
530330020001001,0.00,0.00,1.00
530330020001002,0.00,0.00,1.00
530330020001003,0.00,0.00,1.00
530330020001004,0.00,0.00,1.00
530330020001005,0.00,0.00,1.00
530330020001006,0.00,0.00,1.00
530330020001007,0.00,0.00,1.00
530330020001008,0.00,0.00,1.00
530330020001009,0.00,0.00,1.00
530330020001010,0.00,0.00,1.00
530330020001011,0.00,0.00,1.00
530330020001012,0.00,0.00,1.00
530330020001013,0.00,0.00,1.00
530330020001014,0.00,0.00,1.00
530330020001015,0.00,0.00,1.00
530330020001016,0.00,0.00,1.00
530330020001017,0.00,0.00,1.00
530330020001018,0.00,0.00,1.00
530330020001019,0.00,0.00,1.00
530330020001020,0.00,0.00,1.00
530330020001021,0.00,0.00,1.00
530330020001022,0.00,0.00,1.00
530330020001023,0.00,0.00,1.00
530330020001024,0.00,0.00,1.00
530330020001025,0.00,0.00,1.00
530330020001026,0.00,0.00,1.00
530330020001027,0.00,0.00,1.00
530330020001028,0.00,0.00,1.00
530330020002000,0.00,0.00,1.00
530330020002001,0.00,0.00,1.00
530330020002002,0.00,0.00,1.00
530330020002003,0.00,0.00,1.00
530330020002004,0.00,0.00,1.00
530330020002005,0.00,0.00,1.00
530330020002006,0.00,0.00,1.00
530330020002007,0.00,0.00,1.00
530330020002008,0.00,0.00,1.00
530330020002009,0.00,0.00,1.00
530330020002010,0.00,0.00,1.00
530330020002011,0.00,0.00,1.00
530330020002012,0.00,0.00,1.00
530330020002013,0.00,0.00,1.00
530330020002014,0.00,0.00,1.00
530330020003000,0.00,0.00,1.00
530330020003001,0.00,0.00,1.00
530330020003002,0.00,0.00,1.00
530330020003003,0.00,0.00,1.00
530330020003004,0.00,0.00,1.00
530330020003005,0.00,0.00,1.00
530330020003006,0.00,0.00,1.00
530330020003007,0.00,0.00,1.00
530330020003008,0.00,0.00,1.00
530330020003009,0.00,0.00,1.00
530330020003010,0.00,0.00,1.00
530330020003011,0.00,0.00,1.00
530330020003012,0.00,0.00,1.00
530330021001000,0.00,0.00,1.00
530330021001001,0.00,0.00,1.00
530330021001002,0.00,0.00,1.00
530330021001003,0.00,0.00,1.00
530330021001004,0.00,0.00,1.00
530330021001005,0.00,0.00,1.00
530330021001006,0.00,0.00,1.00
530330021001007,0.00,0.00,1.00
530330021001008,0.00,0.00,1.00
530330021001009,0.00,0.00,1.00
530330021001010,0.00,0.00,1.00
530330021001011,0.00,0.00,1.00
530330021001012,0.00,0.00,1.00
530330021001013,0.00,0.00,1.00
530330021001014,0.00,0.00,1.00
530330021001015,0.00,0.00,1.00
530330021001016,0.00,0.00,1.00
530330021001017,0.00,0.00,1.00
530330021001018,0.00,0.00,1.00
530330021001019,0.00,0.00,1.00
530330021001020,0.00,0.00,1.00
530330021001021,0.00,0.00,1.00
530330021001022,0.00,0.00,1.00
530330021001023,0.00,0.00,1.00
530330021001024,0.00,0.00,1.00
530330021001025,0.00,0.00,1.00
530330021002000,0.00,0.00,1.00
530330021002001,0.00,0.00,1.00
530330021002002,0.00,0.00,1.00
530330021002003,0.00,0.00,1.00
530330021002004,0.00,0.00,1.00
530330021002005,0.00,0.00,1.00
530330021002006,0.00,0.00,1.00
530330021002007,0.00,0.00,1.00
530330021002008,0.00,0.00,1.00
530330021002009,0.00,0.00,1.00
530330021002010,0.00,0.00,1.00
530330021002011,0.00,0.00,1.00
530330021002012,0.00,0.00,1.00
530330021002013,0.00,0.00,1.00
530330021003000,0.00,0.00,1.00
530330021003001,0.00,0.00,1.00
530330021003002,0.00,0.00,1.00
530330021003003,0.00,0.00,1.00
530330021003004,0.00,0.00,1.00
530330021003005,0.00,0.00,1.00
530330021003006,0.00,0.00,1.00
530330021003007,0.00,0.00,1.00
530330021003008,0.00,0.00,1.00
530330021003009,0.00,0.00,1.00
530330021003010,0.00,0.00,1.00
530330021003011,0.00,0.00,1.00
530330021003012,0.00,0.00,1.00
530330021003013,0.00,0.00,1.00
530330021003014,0.00,0.00,1.00
530330021003015,0.00,0.00,1.00
530330021003016,0.00,0.00,1.00
530330022001000,0.00,0.00,1.00
530330022001001,0.00,0.00,1.00
530330022001002,0.00,0.00,1.00
530330022001003,0.00,0.00,1.00
530330022001004,0.00,0.00,1.00
530330022001005,0.00,0.00,1.00
530330022001006,0.00,0.00,1.00
530330022001007,0.00,0.00,1.00
530330022001008,0.00,0.00,1.00
530330022001009,0.00,0.00,1.00
530330022001010,0.00,0.00,1.00
530330022001011,0.00,0.00,1.00
530330022001012,0.00,0.00,1.00
530330022001013,0.00,0.00,1.00
530330022001014,0.00,0.00,1.00
530330022001015,0.00,0.00,1.00
530330022001016,0.00,0.00,1.00
530330022001017,0.00,0.00,1.00
530330022001018,0.00,0.00,1.00
530330022001019,0.00,0.00,1.00
530330022001020,0.00,0.00,1.00
530330022001021,0.00,0.00,1.00
530330022002000,0.00,0.00,1.00
530330022002001,0.00,0.00,1.00
530330022002002,0.00,0.00,1.00
530330022002003,0.00,0.00,1.00
530330022002004,0.00,0.00,1.00
530330022002005,0.00,0.00,1.00
530330022002006,0.00,0.00,1.00
530330022002007,0.00,0.00,1.00
530330022002008,0.00,0.00,1.00
530330022002009,0.00,0.00,1.00
530330022002010,0.00,0.00,1.00
530330022002011,0.00,0.00,1.00
530330022002012,0.00,0.00,1.00
530330022002013,0.00,0.00,1.00
530330022002014,0.00,0.00,1.00
530330022003000,0.00,0.00,1.00
530330022003001,0.00,0.00,1.00
530330022003002,0.00,0.00,1.00
530330022003003,0.00,0.00,1.00
530330022003004,0.00,0.00,1.00
530330022003005,0.00,0.00,1.00
530330022003006,0.00,0.00,1.00
530330022003007,0.00,0.00,1.00
530330022003008,0.00,0.00,1.00
530330022003009,0.00,0.00,1.00
530330022003010,0.00,0.00,1.00
530330022003011,0.00,0.00,1.00
530330022003012,0.00,0.00,1.00
530330022003013,0.00,0.00,1.00
530330022003014,0.00,0.00,1.00
530330022003015,0.00,0.00,1.00
530330022003016,0.00,0.00,1.00
530330022003017,0.00,0.00,1.00
530330022003018,0.00,0.00,1.00
530330022003019,0.00,0.00,1.00
530330022003020,0.00,0.00,1.00
530330022003021,0.00,0.00,1.00
530330022003022,0.00,0.00,1.00
530330022003023,0.00,0.00,1.00
530330022004000,0.00,0.00,1.00
530330022004001,0.00,0.00,1.00
530330022004002,0.00,0.00,1.00
530330022004003,0.00,0.00,1.00
530330022004004,0.00,0.00,1.00
530330022004005,0.00,0.00,1.00
530330022004006,0.00,0.00,1.00
530330022004007,0.00,0.00,1.00
530330022004008,0.00,0.00,1.00
530330022004009,0.00,0.00,1.00
530330022004010,0.00,0.00,1.00
530330022004011,0.00,0.00,1.00
530330022004012,0.00,0.00,1.00
530330022004013,0.00,0.00,1.00
